SN,BBMP Zone,Ward Number,Ward Name,Date of identification as Containment zone,Total Number of positive cases,Containment Zone ID,Date of return to normal,Status
4953,West,97,Dayananda Nagar,26-07-2020,1,W-A-2780,09-08-2020,ACTIVE
4954,West,97,Dayananda Nagar,26-07-2020,2,W-A-2781,09-08-2020,ACTIVE
4955,West,97,Dayananda Nagar,26-07-2020,1,W-A-2782,09-08-2020,ACTIVE
4956,West,97,Dayananda Nagar,26-07-2020,1,W-A-2783,09-08-2020,ACTIVE
4957,West,97,Dayananda Nagar,26-07-2020,1,W-A-2784,09-08-2020,ACTIVE
4958,West,97,Dayananda Nagar,27-07-2020,1,W-A-2903,09-08-2020,ACTIVE
4959,West,97,Dayananda Nagar,27-07-2020,1,W-A-2904,09-08-2020,ACTIVE
4960,West,97,Dayananda Nagar,27-07-2020,2,W-A-2905,09-08-2020,ACTIVE
4961,West,97,Dayananda Nagar,27-07-2020,1,W-A-2906,09-08-2020,ACTIVE
4962,West,97,Dayananda Nagar,28-07-2020,1,W-A-3119,10-08-2020,ACTIVE
4963,West,97,Dayananda Nagar,28-07-2020,2,W-A-3120,10-08-2020,ACTIVE
4964,West,97,Dayananda Nagar,28-07-2020,1,W-A-3121,10-08-2020,ACTIVE
4965,West,97,Dayananda Nagar,28-07-2020,2,W-A-3122,10-08-2020,ACTIVE
4966,West,97,Dayananda Nagar,31-07-2020,3,W-A-3679,13-08-2020,ACTIVE
4967,West,97,Dayananda Nagar,31-07-2020,1,W-A-3680,13-08-2020,ACTIVE
4968,West,97,Dayananda Nagar,31-07-2020,1,W-A-3681,13-08-2020,ACTIVE
4969,West,97,Dayananda Nagar,31-07-2020,1,W-A-3682,13-08-2020,ACTIVE
4970,West,97,Dayananda Nagar,01-08-2020,1,W-A-3895,14-08-2020,ACTIVE
4971,West,97,Dayananda Nagar,01-08-2020,1,W-A-3896,14-08-2020,ACTIVE
4972,West,97,Dayananda Nagar,01-08-2020,1,W-A-3897,14-08-2020,ACTIVE
4973,West,97,Dayananda Nagar,01-08-2020,1,W-A-3898,14-08-2020,ACTIVE
4974,West,97,Dayananda Nagar,01-08-2020,1,W-A-3899,14-08-2020,ACTIVE
4975,West,97,Dayananda Nagar,02-08-2020,1,W-A-4043,15-08-2020,ACTIVE
4976,West,97,Dayananda Nagar,02-08-2020,1,W-A-4088,15-08-2020,ACTIVE
4977,West,97,Dayananda Nagar,02-08-2020,1,W-A-4089,15-08-2020,ACTIVE
4978,West,98,Prakashnagar,18-07-2020,2,W-A-1783,01-08-2020,ACTIVE
4979,West,98,Prakashnagar,18-07-2020,2,W-A-1784,01-08-2020,EXTENDED
4980,West,98,Prakashnagar,20-07-2020,1,W-A-1976,03-08-2020,ACTIVE
4981,West,98,Prakashnagar,20-07-2020,1,W-A-1977,03-08-2020,ACTIVE
4982,West,98,Prakashnagar,20-07-2020,1,W-A-1978,03-08-2020,ACTIVE
4983,West,98,Prakashnagar,22-07-2020,1,W-A-2205,05-08-2020,ACTIVE
4984,West,98,Prakashnagar,23-07-2020,1,W-A-2377,06-08-2020,ACTIVE
4985,West,98,Prakashnagar,23-07-2020,1,W-A-2378,06-08-2020,ACTIVE
4986,West,98,Prakashnagar,23-07-2020,1,W-A-2379,06-08-2020,ACTIVE
4987,West,98,Prakashnagar,25-07-2020,1,W-A-2655,08-08-2020,ACTIVE
4988,West,98,Prakashnagar,25-07-2020,1,W-A-2656,08-08-2020,ACTIVE
4989,West,98,Prakashnagar,25-07-2020,1,W-A-2657,08-08-2020,ACTIVE
4990,West,98,Prakashnagar,25-07-2020,1,W-A-2658,08-08-2020,ACTIVE
4991,West,98,Prakashnagar,25-07-2020,1,W-A-2659,08-08-2020,ACTIVE
4992,West,98,Prakashnagar,26-07-2020,1,W-A-2785,09-08-2020,ACTIVE
4993,West,98,Prakashnagar,26-07-2020,1,W-A-2786,09-08-2020,ACTIVE
4994,West,98,Prakashnagar,27-07-2020,1,W-A-2907,09-08-2020,ACTIVE
4995,West,98,Prakashnagar,27-07-2020,1,W-A-2908,09-08-2020,ACTIVE
4996,West,98,Prakashnagar,27-07-2020,1,W-A-2909,09-08-2020,ACTIVE
4997,West,98,Prakashnagar,28-07-2020,1,W-A-3123,10-08-2020,ACTIVE
4998,West,98,Prakashnagar,28-07-2020,1,W-A-3124,10-08-2020,ACTIVE
4999,West,98,Prakashnagar,28-07-2020,1,W-A-3125,10-08-2020,ACTIVE
5000,West,98,Prakashnagar,31-07-2020,1,W-A-3683,13-08-2020,ACTIVE
5001,West,98,Prakashnagar,31-07-2020,1,W-A-3684,13-08-2020,ACTIVE
5002,West,98,Prakashnagar,31-07-2020,1,W-A-3685,13-08-2020,ACTIVE
5003,West,98,Prakashnagar,01-08-2020,1,W-A-3900,14-08-2020,ACTIVE
5004,West,98,Prakashnagar,01-08-2020,1,W-A-3901,14-08-2020,ACTIVE
5005,West,98,Prakashnagar,01-08-2020,1,W-A-3902,14-08-2020,ACTIVE
5006,West,98,Prakashnagar,01-08-2020,2,W-A-3903,14-08-2020,ACTIVE
5007,West,98,Prakashnagar,02-08-2020,1,W-A-4042,15-08-2020,ACTIVE
5008,West,98,Prakashnagar,02-08-2020,1,W-A-4090,15-08-2020,ACTIVE
5009,West,99,Rajajinagar,18-07-2020,1,W-A-1785,01-08-2020,ACTIVE
5010,West,99,Rajajinagar,18-07-2020,1,W-A-1786,01-08-2020,ACTIVE
5011,West,99,Rajajinagar,18-07-2020,1,W-A-1787,01-08-2020,ACTIVE
5012,West,99,Rajajinagar,20-07-2020,1,W-A-1979,03-08-2020,ACTIVE
5013,West,99,Rajajinagar,20-07-2020,1,W-A-1980,03-08-2020,ACTIVE
5014,West,99,Rajajinagar,20-07-2020,1,W-A-1981,03-08-2020,ACTIVE
5015,West,99,Rajajinagar,20-07-2020,1,W-A-1982,03-08-2020,ACTIVE
5016,West,99,Rajajinagar,20-07-2020,1,W-A-1983,03-08-2020,ACTIVE
5017,West,99,Rajajinagar,20-07-2020,2,W-A-1984,03-08-2020,ACTIVE
5018,West,99,Rajajinagar,20-07-2020,2,W-A-1985,03-08-2020,ACTIVE
5019,West,99,Rajajinagar,20-07-2020,1,W-A-1986,03-08-2020,ACTIVE
5020,West,99,Rajajinagar,20-07-2020,1,W-A-1987,03-08-2020,ACTIVE
5021,West,99,Rajajinagar,20-07-2020,1,W-A-1988,03-08-2020,ACTIVE
5022,West,99,Rajajinagar,20-07-2020,2,W-A-1989,03-08-2020,ACTIVE
5023,West,99,Rajajinagar,20-07-2020,1,W-A-1990,03-08-2020,ACTIVE
5024,West,99,Rajajinagar,20-07-2020,1,W-A-1991,03-08-2020,ACTIVE
5025,West,99,Rajajinagar,20-07-2020,1,W-A-1992,03-08-2020,ACTIVE
5026,West,99,Rajajinagar,21-07-2020,1,W-A-2081,04-08-2020,ACTIVE
5027,West,99,Rajajinagar,21-07-2020,1,W-A-2082,04-08-2020,ACTIVE
5028,West,99,Rajajinagar,21-07-2020,1,W-A-2083,04-08-2020,ACTIVE
5029,West,99,Rajajinagar,21-07-2020,1,W-A-2084,04-08-2020,ACTIVE
5030,West,99,Rajajinagar,21-07-2020,1,W-A-2085,04-08-2020,ACTIVE
5031,West,99,Rajajinagar,21-07-2020,1,W-A-2086,04-08-2020,ACTIVE
5032,West,99,Rajajinagar,22-07-2020,1,W-A-2206,05-08-2020,ACTIVE
5033,West,99,Rajajinagar,22-07-2020,1,W-A-2207,05-08-2020,ACTIVE
5034,West,99,Rajajinagar,22-07-2020,1,W-A-2208,05-08-2020,ACTIVE
5035,West,99,Rajajinagar,22-07-2020,1,W-A-2209,05-08-2020,ACTIVE
5036,West,99,Rajajinagar,22-07-2020,1,W-A-2210,05-08-2020,ACTIVE
5037,West,99,Rajajinagar,22-07-2020,1,W-A-2211,05-08-2020,ACTIVE
5038,West,99,Rajajinagar,22-07-2020,1,W-A-2212,05-08-2020,ACTIVE
5039,West,99,Rajajinagar,22-07-2020,1,W-A-2213,05-08-2020,ACTIVE
5040,West,99,Rajajinagar,23-07-2020,1,W-A-2380,06-08-2020,ACTIVE
5041,West,99,Rajajinagar,23-07-2020,1,W-A-2381,06-08-2020,ACTIVE
5042,West,99,Rajajinagar,23-07-2020,2,W-A-2382,06-08-2020,ACTIVE
5043,West,99,Rajajinagar,23-07-2020,1,W-A-2383,06-08-2020,ACTIVE
5044,West,99,Rajajinagar,25-07-2020,1,W-A-2660,08-08-2020,ACTIVE
5045,West,99,Rajajinagar,25-07-2020,1,W-A-2661,08-08-2020,ACTIVE
5046,West,99,Rajajinagar,25-07-2020,1,W-A-2662,08-08-2020,ACTIVE
5047,West,99,Rajajinagar,25-07-2020,2,W-A-2663,08-08-2020,ACTIVE
5048,West,99,Rajajinagar,26-07-2020,1,W-A-2787,09-08-2020,ACTIVE
5049,West,99,Rajajinagar,27-07-2020,1,W-A-2910,09-08-2020,ACTIVE
5050,West,99,Rajajinagar,27-07-2020,1,W-A-2911,09-08-2020,ACTIVE
5051,West,99,Rajajinagar,27-07-2020,1,W-A-2912,09-08-2020,ACTIVE
5052,West,99,Rajajinagar,28-07-2020,1,W-A-3126,10-08-2020,ACTIVE
5053,West,99,Rajajinagar,28-07-2020,7,W-A-3127,10-08-2020,ACTIVE
5054,West,99,Rajajinagar,28-07-2020,1,W-A-3128,10-08-2020,ACTIVE
5055,West,99,Rajajinagar,28-07-2020,1,W-A-3129,10-08-2020,ACTIVE
5056,West,99,Rajajinagar,28-07-2020,1,W-A-3130,10-08-2020,ACTIVE
5057,West,99,Rajajinagar,28-07-2020,1,W-A-3131,10-08-2020,ACTIVE
5058,West,99,Rajajinagar,28-07-2020,1,W-A-3132,10-08-2020,ACTIVE
5059,West,99,Rajajinagar,31-07-2020,1,W-A-3686,13-08-2020,ACTIVE
5060,West,99,Rajajinagar,31-07-2020,1,W-A-3687,13-08-2020,ACTIVE
5061,West,99,Rajajinagar,31-07-2020,1,W-A-3688,13-08-2020,ACTIVE
5062,West,99,Rajajinagar,28-07-2020,1,W-AP-156,10-08-2020,ACTIVE
5063,West,99,Rajajinagar,31-07-2020,1,W-SL-,13-08-2020,ACTIVE
5064,West,99,Rajajinagar,01-08-2020,1,W-A-3904,14-08-2020,ACTIVE
5065,West,99,Rajajinagar,01-08-2020,1,W-A-3905,14-08-2020,ACTIVE
5066,West,99,Rajajinagar,01-08-2020,1,W-A-3906,14-08-2020,ACTIVE
5067,West,99,Rajajinagar,01-08-2020,1,W-A-3907,14-08-2020,ACTIVE
5068,West,99,Rajajinagar,01-08-2020,1,W-A-3908,14-08-2020,ACTIVE
5069,West,99,Rajajinagar,01-08-2020,1,W-A-3909,14-08-2020,ACTIVE
5070,West,99,Rajajinagar,01-08-2020,1,W-A-3910,14-08-2020,ACTIVE
5071,West,99,Rajajinagar,01-08-2020,1,W-A-3911,14-08-2020,ACTIVE
5072,West,99,Rajajinagar,01-08-2020,1,W-A-3912,14-08-2020,ACTIVE
5073,West,99,Rajajinagar,01-08-2020,2,W-A-3913,14-08-2020,ACTIVE
5074,West,99,Rajajinagar,01-08-2020,1,W-A-3914,14-08-2020,ACTIVE
5075,West,99,Rajajinagar,01-08-2020,1,W-A-3915,14-08-2020,ACTIVE
5076,West,99,Rajajinagar,01-08-2020,1,W-A-3916,14-08-2020,ACTIVE
5077,West,99,Rajajinagar,02-08-2020,1,W-A-4092,15-08-2020,ACTIVE
5078,West,99,Rajajinagar,02-08-2020,1,W-A-4093,15-08-2020,ACTIVE
5079,West,99,Rajajinagar,02-08-2020,1,W-A-4094,15-08-2020,ACTIVE
5080,West,99,Rajajinagar,02-08-2020,1,W-A-4095,15-08-2020,ACTIVE
5081,West,100,Basaveshwara Nagar,18-07-2020,1,W-A-1788,01-08-2020,ACTIVE
5082,West,100,Basaveshwara Nagar,18-07-2020,1,W-A-1789,01-08-2020,ACTIVE
5083,West,100,Basaveshwara Nagar,18-07-2020,1,W-A-1790,01-08-2020,ACTIVE
5084,West,100,Basaveshwara Nagar,18-07-2020,1,W-A-1791,01-08-2020,ACTIVE
5085,West,100,Basaveshwara Nagar,18-07-2020,1,W-A-1792,01-08-2020,ACTIVE
5086,West,100,Basaveshwara Nagar,18-07-2020,1,W-A-1793,01-08-2020,ACTIVE
5087,West,100,Basaveshwara Nagar,18-07-2020,1,W-A-1794,01-08-2020,ACTIVE
5088,West,100,Basaveshwara Nagar,20-07-2020,1,W-A-1993,03-08-2020,ACTIVE
5089,West,100,Basaveshwara Nagar,20-07-2020,1,W-A-1994,03-08-2020,ACTIVE
5090,West,100,Basaveshwara Nagar,20-07-2020,1,W-A-1995,03-08-2020,ACTIVE
5091,West,100,Basaveshwara Nagar,21-07-2020,1,W-A-2087,04-08-2020,ACTIVE
5092,West,100,Basaveshwara Nagar,21-07-2020,1,W-A-2088,04-08-2020,ACTIVE
5093,West,100,Basaveshwara Nagar,22-07-2020,1,W-A-2214,05-08-2020,ACTIVE
5094,West,100,Basaveshwara Nagar,22-07-2020,1,W-A-2215,05-08-2020,ACTIVE
5095,West,100,Basaveshwara Nagar,22-07-2020,1,W-A-2216,05-08-2020,ACTIVE
5096,West,100,Basaveshwara Nagar,22-07-2020,1,W-A-2217,05-08-2020,ACTIVE
5097,West,100,Basaveshwara Nagar,22-07-2020,1,W-A-2218,05-08-2020,ACTIVE
5098,West,100,Basaveshwara Nagar,22-07-2020,1,W-A-2219,05-08-2020,ACTIVE
5099,West,100,Basaveshwara Nagar,22-07-2020,2,W-A-2220,05-08-2020,EXTENDED
5100,West,100,Basaveshwara Nagar,23-07-2020,1,W-A-2384,06-08-2020,ACTIVE
5101,West,100,Basaveshwara Nagar,23-07-2020,1,W-A-2385,06-08-2020,ACTIVE
5102,West,100,Basaveshwara Nagar,23-07-2020,1,W-A-2386,06-08-2020,ACTIVE
5103,West,100,Basaveshwara Nagar,23-07-2020,1,W-A-2387,06-08-2020,ACTIVE
5104,West,100,Basaveshwara Nagar,23-07-2020,1,W-A-2388,06-08-2020,ACTIVE
5105,West,100,Basaveshwara Nagar,23-07-2020,1,W-A-2389,06-08-2020,ACTIVE
5106,West,100,Basaveshwara Nagar,25-07-2020,1,W-A-2664,08-08-2020,ACTIVE
5107,West,100,Basaveshwara Nagar,25-07-2020,1,W-A-2665,08-08-2020,ACTIVE
5108,West,100,Basaveshwara Nagar,25-07-2020,2,W-A-2666,08-08-2020,ACTIVE
5109,West,100,Basaveshwara Nagar,26-07-2020,1,W-A-2788,09-08-2020,ACTIVE
5110,West,100,Basaveshwara Nagar,26-07-2020,1,W-A-2789,09-08-2020,ACTIVE
5111,West,100,Basaveshwara Nagar,26-07-2020,1,W-A-2790,09-08-2020,ACTIVE
5112,West,100,Basaveshwara Nagar,26-07-2020,1,W-A-2791,09-08-2020,ACTIVE
5113,West,100,Basaveshwara Nagar,26-07-2020,1,W-A-2792,09-08-2020,ACTIVE
5114,West,100,Basaveshwara Nagar,27-07-2020,3,W-A-2914,09-08-2020,ACTIVE
5115,West,100,Basaveshwara Nagar,28-07-2020,2,W-A-3133,10-08-2020,ACTIVE
5116,West,100,Basaveshwara Nagar,28-07-2020,1,W-A-3134,10-08-2020,ACTIVE
5117,West,100,Basaveshwara Nagar,28-07-2020,1,W-A-3135,10-08-2020,ACTIVE
5118,West,100,Basaveshwara Nagar,28-07-2020,1,W-A-3136,10-08-2020,ACTIVE
5119,West,100,Basaveshwara Nagar,28-07-2020,1,W-A-3137,10-08-2020,ACTIVE
5120,West,100,Basaveshwara Nagar,28-07-2020,1,W-A-3138,10-08-2020,ACTIVE
5121,West,100,Basaveshwara Nagar,28-07-2020,1,W-A-3139,10-08-2020,ACTIVE
5122,West,100,Basaveshwara Nagar,28-07-2020,1,W-A-3140,10-08-2020,ACTIVE
5123,West,100,Basaveshwara Nagar,28-07-2020,2,W-A-3141,10-08-2020,ACTIVE
5124,West,100,Basaveshwara Nagar,31-07-2020,1,W-A-3689,13-08-2020,ACTIVE
5125,West,100,Basaveshwara Nagar,31-07-2020,1,W-A-3690,13-08-2020,ACTIVE
5126,West,100,Basaveshwara Nagar,31-07-2020,1,W-A-3691,13-08-2020,ACTIVE
5127,West,100,Basaveshwara Nagar,31-07-2020,3,W-A-3692,13-08-2020,ACTIVE
5128,West,100,Basaveshwara Nagar,31-07-2020,1,W-A-3693,13-08-2020,ACTIVE
5129,West,100,Basaveshwara Nagar,28-07-2020,1,W-AP-157,10-08-2020,ACTIVE
5130,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3917,14-08-2020,ACTIVE
5131,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3918,14-08-2020,ACTIVE
5132,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3919,14-08-2020,ACTIVE
5133,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3920,14-08-2020,ACTIVE
5134,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3921,14-08-2020,ACTIVE
5135,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3922,14-08-2020,ACTIVE
5136,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3923,14-08-2020,ACTIVE
5137,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3924,14-08-2020,ACTIVE
5138,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3925,14-08-2020,ACTIVE
5139,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3926,14-08-2020,ACTIVE
5140,West,100,Basaveshwara Nagar,01-08-2020,1,W-A-3927,14-08-2020,ACTIVE
5141,West,100,Basaveshwara Nagar,02-08-2020,1,W-A-4096,15-08-2020,ACTIVE
5142,West,100,Basaveshwara Nagar,02-08-2020,1,W-A-4097,15-08-2020,ACTIVE
5143,West,100,Basaveshwara Nagar,02-08-2020,1,W-A-4098,15-08-2020,ACTIVE
5144,West,100,Basaveshwara Nagar,02-08-2020,1,W-A-4099,15-08-2020,ACTIVE
5145,West,101,Kamakshipalya,24-06-2020,1,W-A-10,07-08-2020,ACTIVE
5146,West,101,Kamakshipalya,18-07-2020,3,W-A-1795,01-08-2020,ACTIVE
5147,West,101,Kamakshipalya,18-07-2020,1,W-A-1796,01-08-2020,ACTIVE
5148,West,101,Kamakshipalya,20-07-2020,1,W-A-1996,03-08-2020,ACTIVE
5149,West,101,Kamakshipalya,20-07-2020,3,W-A-1997,03-08-2020,ACTIVE
5150,West,101,Kamakshipalya,20-07-2020,1,W-A-1998,03-08-2020,ACTIVE
5151,West,101,Kamakshipalya,21-07-2020,1,W-A-2089,04-08-2020,ACTIVE
5152,West,101,Kamakshipalya,21-07-2020,1,W-A-2090,04-08-2020,ACTIVE
5153,West,101,Kamakshipalya,21-07-2020,1,W-A-2091,04-08-2020,ACTIVE
5154,West,101,Kamakshipalya,22-07-2020,1,W-A-2221,05-08-2020,ACTIVE
5155,West,101,Kamakshipalya,22-07-2020,1,W-A-2222,05-08-2020,ACTIVE
5156,West,101,Kamakshipalya,23-07-2020,1,W-A-2390,06-08-2020,ACTIVE
5157,West,101,Kamakshipalya,23-07-2020,1,W-A-2391,06-08-2020,ACTIVE
5158,West,101,Kamakshipalya,23-07-2020,1,W-A-2392,06-08-2020,ACTIVE
5159,West,101,Kamakshipalya,23-07-2020,1,W-A-2393,06-08-2020,ACTIVE
5160,West,101,Kamakshipalya,25-07-2020,1,W-A-2667,08-08-2020,ACTIVE
5161,West,101,Kamakshipalya,25-07-2020,1,W-A-2668,08-08-2020,ACTIVE
5162,West,101,Kamakshipalya,25-07-2020,1,W-A-2669,08-08-2020,ACTIVE
5163,West,101,Kamakshipalya,26-07-2020,1,W-A-2793,09-08-2020,ACTIVE
5164,West,101,Kamakshipalya,26-07-2020,2,W-A-2794,09-08-2020,ACTIVE
5165,West,101,Kamakshipalya,27-07-2020,2,W-A-2915,09-08-2020,ACTIVE
5166,West,101,Kamakshipalya,27-07-2020,1,W-A-2916,09-08-2020,ACTIVE
5167,West,101,Kamakshipalya,28-07-2020,1,W-A-3142,10-08-2020,ACTIVE
5168,West,101,Kamakshipalya,28-07-2020,1,W-A-3143,10-08-2020,ACTIVE
5169,West,101,Kamakshipalya,28-07-2020,1,W-A-3144,10-08-2020,ACTIVE
5170,West,101,Kamakshipalya,28-07-2020,1,W-A-3145,10-08-2020,ACTIVE
5171,West,101,Kamakshipalya,28-07-2020,1,W-A-3146,10-08-2020,ACTIVE
5172,West,101,Kamakshipalya,31-07-2020,2,W-A-3694,13-08-2020,ACTIVE
5173,West,101,Kamakshipalya,31-07-2020,1,W-A-3695,13-08-2020,ACTIVE
5174,West,101,Kamakshipalya,31-07-2020,1,W-A-3696,13-08-2020,ACTIVE
5175,West,101,Kamakshipalya,24-06-2020,1,W-A-9,07-08-2020,ACTIVE
5176,West,101,Kamakshipalya,20-07-2020,1,W-AP-124,03-08-2020,ACTIVE
5177,West,101,Kamakshipalya,26-07-2020,2,W-AP-150,09-08-2020,ACTIVE
5178,West,101,Kamakshipalya,01-08-2020,1,W-A-3928,14-08-2020,ACTIVE
5179,West,101,Kamakshipalya,01-08-2020,1,W-A-3929,14-08-2020,ACTIVE
5180,West,101,Kamakshipalya,01-08-2020,1,W-A-3930,14-08-2020,ACTIVE
5181,West,101,Kamakshipalya,01-08-2020,1,W-A-3931,14-08-2020,ACTIVE
5182,West,101,Kamakshipalya,02-08-2020,2,W-A-4100,15-08-2020,ACTIVE
5183,West,101,Kamakshipalya,02-08-2020,1,W-AP-181,15-08-2020,ACTIVE
5184,West,101,Kamakshipalya,02-08-2020,1,W-A-4101,15-08-2020,ACTIVE
5185,West,102,Vrisabhavathi Nagar,24-06-2020,1,W-A-11,07-08-2020,ACTIVE
5186,West,102,Vrisabhavathi Nagar,18-07-2020,1,W-A-1797,01-08-2020,ACTIVE
5187,West,102,Vrisabhavathi Nagar,20-07-2020,2,W-A-1999,03-08-2020,ACTIVE
5188,West,102,Vrisabhavathi Nagar,23-07-2020,1,W-A-2394,06-08-2020,ACTIVE
5189,West,102,Vrisabhavathi Nagar,23-07-2020,1,W-A-2395,06-08-2020,ACTIVE
5190,West,102,Vrisabhavathi Nagar,25-07-2020,1,W-A-2670,08-08-2020,ACTIVE
5191,West,102,Vrisabhavathi Nagar,25-07-2020,1,W-A-2671,08-08-2020,ACTIVE
5192,West,102,Vrisabhavathi Nagar,25-07-2020,2,W-A-2672,08-08-2020,ACTIVE
5193,West,102,Vrisabhavathi Nagar,27-07-2020,1,W-A-2917,09-08-2020,ACTIVE
5194,West,102,Vrisabhavathi Nagar,27-07-2020,1,W-A-2918,09-08-2020,ACTIVE
5195,West,102,Vrisabhavathi Nagar,27-07-2020,1,W-A-2919,09-08-2020,ACTIVE
5196,West,102,Vrisabhavathi Nagar,28-07-2020,1,W-A-3147,10-08-2020,ACTIVE
5197,West,102,Vrisabhavathi Nagar,28-07-2020,2,W-A-3148,10-08-2020,ACTIVE
5198,West,102,Vrisabhavathi Nagar,28-07-2020,1,W-A-3149,10-08-2020,ACTIVE
5199,West,102,Vrisabhavathi Nagar,28-07-2020,2,W-A-3150,10-08-2020,ACTIVE
5200,West,102,Vrisabhavathi Nagar,28-07-2020,1,W-A-3151,10-08-2020,ACTIVE
5201,West,102,Vrisabhavathi Nagar,28-07-2020,1,W-A-3152,10-08-2020,ACTIVE
5202,West,102,Vrisabhavathi Nagar,31-07-2020,1,W-A-3697,13-08-2020,ACTIVE
5203,West,102,Vrisabhavathi Nagar,01-08-2020,1,W-A-3932,14-08-2020,ACTIVE
5204,West,102,Vrisabhavathi Nagar,01-08-2020,1,W-A-3933,14-08-2020,ACTIVE
5205,West,102,Vrisabhavathi Nagar,01-08-2020,1,W-A-3934,14-08-2020,ACTIVE
5206,West,102,Vrisabhavathi Nagar,01-08-2020,1,W-A-3935,14-08-2020,ACTIVE
5207,West,103,Kaveripura west,18-07-2020,1,W-A-1798,01-08-2020,ACTIVE
5208,West,103,Kaveripura west,18-07-2020,1,W-A-1799,01-08-2020,ACTIVE
5209,West,103,Kaveripura west,18-07-2020,1,W-A-1800,01-08-2020,ACTIVE
5210,West,103,Kaveripura west,20-07-2020,1,W-A-2000,03-08-2020,ACTIVE
5211,West,103,Kaveripura west,21-07-2020,1,W-A-2092,04-08-2020,ACTIVE
5212,West,103,Kaveripura west,22-07-2020,1,W-A-2223,05-08-2020,ACTIVE
5213,West,103,Kaveripura west,22-07-2020,1,W-A-2224,05-08-2020,ACTIVE
5214,West,103,Kaveripura west,23-07-2020,1,W-A-2396,06-08-2020,ACTIVE
5215,West,103,Kaveripura west,23-07-2020,1,W-A-2397,06-08-2020,ACTIVE
5216,West,103,Kaveripura west,23-07-2020,1,W-A-2398,06-08-2020,ACTIVE
5217,West,103,Kaveripura west,23-07-2020,1,W-A-2399,06-08-2020,ACTIVE
5218,West,103,Kaveripura west,23-07-2020,1,W-A-2400,06-08-2020,ACTIVE
5219,West,103,Kaveripura west,25-07-2020,1,W-A-2673,08-08-2020,ACTIVE
5220,West,103,Kaveripura west,25-07-2020,1,W-A-2674,08-08-2020,ACTIVE
5221,West,103,Kaveripura west,25-07-2020,1,W-A-2675,08-08-2020,ACTIVE
5222,West,103,Kaveripura west,26-07-2020,1,W-A-2795,09-08-2020,ACTIVE
5223,West,103,Kaveripura west,26-07-2020,1,W-A-2796,09-08-2020,ACTIVE
5224,West,103,Kaveripura west,27-07-2020,1,W-A-2920,09-08-2020,ACTIVE
5225,West,103,Kaveripura west,27-07-2020,1,W-A-2921,09-08-2020,ACTIVE
5226,West,103,Kaveripura west,28-07-2020,1,W-A-3153,10-08-2020,ACTIVE
5227,West,103,Kaveripura west,31-07-2020,1,W-A-3698,13-08-2020,ACTIVE
5228,West,103,Kaveripura west,31-07-2020,1,W-A-3699,13-08-2020,ACTIVE
5229,West,103,Kaveripura west,31-07-2020,1,W-A-3700,13-08-2020,ACTIVE
5230,West,103,Kaveripura west,01-08-2020,1,W-A-3936,14-08-2020,ACTIVE
5231,West,103,Kaveripura west,01-08-2020,1,W-A-3937,14-08-2020,ACTIVE
5232,West,103,Kaveripura west,01-08-2020,1,W-A-3938,14-08-2020,ACTIVE
5233,West,103,Kaveripura west,02-08-2020,1,W-A-4102,15-08-2020,ACTIVE
5234,West,103,Kaveripura west,02-08-2020,4,W-AP-182,15-08-2020,ACTIVE
5235,West,104,Govindaraj Nagar,24-06-2020,1,W-A-12,07-08-2020,ACTIVE
5236,West,104,Govindaraj Nagar,18-07-2020,1,W-A-1801,01-08-2020,ACTIVE
5237,West,104,Govindaraj Nagar,18-07-2020,1,W-A-1802,01-08-2020,ACTIVE
5238,West,104,Govindaraj Nagar,18-07-2020,1,W-A-1803,01-08-2020,ACTIVE
5239,West,104,Govindaraj Nagar,18-07-2020,1,W-A-1804,01-08-2020,ACTIVE
5240,West,104,Govindaraj Nagar,20-07-2020,1,W-A-2001,03-08-2020,ACTIVE
5241,West,104,Govindaraj Nagar,20-07-2020,2,W-A-2002,03-08-2020,ACTIVE
5242,West,104,Govindaraj Nagar,20-07-2020,1,W-A-2003,03-08-2020,ACTIVE
5243,West,104,Govindaraj Nagar,20-07-2020,1,W-A-2004,03-08-2020,ACTIVE
5244,West,104,Govindaraj Nagar,20-07-2020,2,W-A-2005,03-08-2020,ACTIVE
5245,West,104,Govindaraj Nagar,21-07-2020,1,W-A-2093,04-08-2020,ACTIVE
5246,West,104,Govindaraj Nagar,21-07-2020,1,W-A-2094,04-08-2020,ACTIVE
5247,West,104,Govindaraj Nagar,21-07-2020,1,W-A-2095,04-08-2020,ACTIVE
5248,West,104,Govindaraj Nagar,21-07-2020,2,W-A-2096,04-08-2020,ACTIVE
5249,West,104,Govindaraj Nagar,21-07-2020,3,W-A-2097,04-08-2020,ACTIVE
5250,West,104,Govindaraj Nagar,21-07-2020,1,W-A-2098,04-08-2020,ACTIVE
